1.000000000000000000e+00,1.200000000000000000e+01,8.558399999999999341e-01,6.697788697788698009e-01
2.000000000000000000e+00,6.000000000000000000e+00,8.631199999999999983e-01,6.653562653562653528e-01
3.000000000000000000e+00,1.200000000000000000e+01,8.546599999999999753e-01,6.697788697788698009e-01
4.000000000000000000e+00,6.000000000000000000e+00,8.631199999999999983e-01,6.653562653562653528e-01
5.000000000000000000e+00,1.100000000000000000e+01,8.528999999999999915e-01,6.692874692874692943e-01
6.000000000000000000e+00,6.000000000000000000e+00,8.631199999999999983e-01,6.653562653562653528e-01
7.000000000000000000e+00,1.100000000000000000e+01,8.528999999999999915e-01,6.692874692874692943e-01
8.000000000000000000e+00,6.000000000000000000e+00,8.631199999999999983e-01,6.653562653562653528e-01
9.000000000000000000e+00,1.100000000000000000e+01,8.524100000000000010e-01,6.692874692874692943e-01
1.000000000000000000e+01,1.000000000000000000e+01,8.519799999999999596e-01,6.692874692874692943e-01
