1.000000000000000000e+00,1.200000000000000000e+01,8.751799999999999580e-01,6.781326781326780795e-01
2.000000000000000000e+00,1.100000000000000000e+01,8.749099999999999655e-01,6.796068796068795992e-01
3.000000000000000000e+00,1.100000000000000000e+01,8.747599999999999820e-01,6.796068796068795992e-01
4.000000000000000000e+00,1.200000000000000000e+01,8.746800000000000130e-01,6.702702702702703075e-01
5.000000000000000000e+00,1.200000000000000000e+01,8.746800000000000130e-01,6.702702702702703075e-01
6.000000000000000000e+00,1.100000000000000000e+01,8.745499999999999385e-01,6.717444717444717162e-01
7.000000000000000000e+00,1.100000000000000000e+01,8.745499999999999385e-01,6.717444717444717162e-01
8.000000000000000000e+00,1.200000000000000000e+01,8.738900000000000556e-01,6.702702702702703075e-01
9.000000000000000000e+00,1.100000000000000000e+01,8.737800000000000011e-01,6.653562653562653528e-01
1.000000000000000000e+01,1.100000000000000000e+01,8.734199999999999742e-01,6.717444717444717162e-01
