1.000000000000000000e+00,1.000000000000000000e+01,8.447000000000000064e-01,6.481572481572481781e-01
2.000000000000000000e+00,5.000000000000000000e+00,8.723899999999999988e-01,6.383292383292383798e-01
3.000000000000000000e+00,1.200000000000000000e+01,8.441400000000000015e-01,6.589680589680589895e-01
4.000000000000000000e+00,5.000000000000000000e+00,8.723899999999999988e-01,6.383292383292383798e-01
5.000000000000000000e+00,8.000000000000000000e+00,8.616399999999999615e-01,6.560196560196560611e-01
6.000000000000000000e+00,5.000000000000000000e+00,8.595599999999999907e-01,6.240786240786241335e-01
7.000000000000000000e+00,5.000000000000000000e+00,8.595599999999999907e-01,6.240786240786241335e-01
8.000000000000000000e+00,5.000000000000000000e+00,8.595599999999999907e-01,6.240786240786241335e-01
9.000000000000000000e+00,8.000000000000000000e+00,8.587000000000000188e-01,6.540540540540540349e-01
1.000000000000000000e+01,5.000000000000000000e+00,8.586599999999999788e-01,6.447174447174447431e-01
