1.000000000000000000e+00,7.000000000000000000e+00,8.945499999999999563e-01,6.619164619164619179e-01
2.000000000000000000e+00,6.000000000000000000e+00,8.861499999999999932e-01,6.570024570024569632e-01
3.000000000000000000e+00,6.000000000000000000e+00,8.854100000000000303e-01,6.584766584766584829e-01
4.000000000000000000e+00,9.000000000000000000e+00,8.792600000000000415e-01,6.673218673218672681e-01
5.000000000000000000e+00,7.000000000000000000e+00,8.779700000000000282e-01,6.628992628992629310e-01
6.000000000000000000e+00,6.000000000000000000e+00,8.778299999999999992e-01,6.515970515970516130e-01
7.000000000000000000e+00,6.000000000000000000e+00,8.778299999999999992e-01,6.515970515970516130e-01
8.000000000000000000e+00,6.000000000000000000e+00,8.778299999999999992e-01,6.515970515970516130e-01
9.000000000000000000e+00,6.000000000000000000e+00,8.778299999999999992e-01,6.515970515970516130e-01
1.000000000000000000e+01,6.000000000000000000e+00,8.778299999999999992e-01,6.515970515970516130e-01
