1.000000000000000000e+00,7.000000000000000000e+00,8.767500000000000293e-01,6.619164619164619179e-01
2.000000000000000000e+00,1.200000000000000000e+01,8.741200000000000081e-01,6.781326781326780795e-01
3.000000000000000000e+00,1.100000000000000000e+01,8.739900000000000446e-01,6.796068796068795992e-01
4.000000000000000000e+00,1.100000000000000000e+01,8.736899999999999666e-01,6.796068796068795992e-01
5.000000000000000000e+00,9.000000000000000000e+00,8.734699999999999687e-01,6.692874692874692943e-01
6.000000000000000000e+00,1.100000000000000000e+01,8.732699999999999907e-01,6.717444717444717162e-01
7.000000000000000000e+00,1.100000000000000000e+01,8.732699999999999907e-01,6.717444717444717162e-01
8.000000000000000000e+00,1.200000000000000000e+01,8.715500000000000469e-01,6.702702702702703075e-01
9.000000000000000000e+00,6.000000000000000000e+00,8.710900000000000309e-01,6.570024570024569632e-01
1.000000000000000000e+01,1.100000000000000000e+01,8.710100000000000620e-01,6.717444717444717162e-01
